196440唯一合格女             10    06101418515719033400094301028  2 100054010201012                                                                                                                                                                      0102020292999999999999999999990302020104020304030201020304020402010105079908026206022079999990699999999990799999999999999999999999999999999990201
196475最年輕的男             10    06101418544919080200095352034  1 300020010302032                                                                                                                                                                      0102019195020202999999999999990302029802040404010302010201020303020305959908027206988019999990399990499999999999999999999999999999999999999990101
196484唯一合格女             10    06101418553219064100092303068  1 100072010201011                                                                                                                                                                      0102020201020202999999999999990302020202020404010101020204020302020204010299016104016029999991899999999999999999999999999999999990399999999990201
196486最年輕的女             10    06101421533922024500092507014  2 100156010503012                                                                                                                                                                      0102029802999999999999029999990302020204030303010102020203020403020304020299016305023029999991999999999999999999999999999999999999905999999990201
196527最年輕的男             10    06101418582219081000091202008  1 300040010402041                                                                                                                                                                      0102020201020202999999999999990201020103030404030202020303020302020205010199027406027019999990113999999999999999999999999999999999999999999990101
196539唯一合格男             10    06101418591619070000095353053  2 100398010101011                                                                                                                                                                      0105020202999999999999010101020302020201030404010304020201020402020305020199015407023029999996499999999999999999999999999999999999999999999050101
196566唯一合格女             10    06101421215221311500093101024  1 300020010201012                                                                                                                                                                      0102010295029502999999999999990303020104040404020101030403020401010205079908014404033029999990799999999999916999999999999999999999999999999990201
196573最年輕的男             10    06101419010919221700095509203  2 300012010502051                                                                                                                                                                      0102020201020202999999999999990302020103020404960101029603030401969603079911027006023039999990399990599999999999999999999999999999999999999990101
196623唯一合格女             10    06101419045919144100094301028  2 100054010201012                                                                                                                                                                      0102989897020202999999999999999802989898029803029598989803020298029806079908025004029016029990999999999999999990199999999999999999999999999990201
196629唯一合格男             10    06101419051119275300093101024  1 300020010101011                                                                                                                                                                      0102989898020202999999999999990202989898029898020298980298989898980106069908012501024019999991399999999999999999999999923999999999999999999990102
196652最年輕的男             10    06101419064819171300095256024  2 300024010403041                                                                                                                                                                      0102919101020101010202999999990102020103030404010101010302020303030203010299027106037019999991799999999999999999999999999999999029999999999990101
196678最年輕的女             10    06101419083019190900092504057  2 200024010603061                                                                                                                                                                      0102010102999999999999029999990301010104040404010101010103010403020306079903025706022149999991899999999999999999999999999999999990299999999990201
196702唯一合格女             10    06101419094519340300095353053  2 100398010201012                                                                                                                                                                      0102010201020202999999999999990103020103049696020101030204010402020305010199975405023029999996499999999999999999999999999999999999999999999080201
196717唯一合格男             10    06101419110019282700087503234  2 100268010101011                                                                                                                                                                      0101020198020202999999999999990102029896969696969698020101020396960396969996022604023019999990699999999992099999999999999999999999999999999990101
196731唯一合格男             10    06101419120119321800095252008  2 100048010301011                                                                                                                                                                      0102019501010101010202999999990303020204030404020103030404020403010105079908975002035019999990799999999999911999999999999999999999999999999990101
196732唯一合格女             10    06101419120419203100095254001  1 300040010201011                                                                                                                                                                      0102010101010202999999999999990103020102040404020204020403010302029806040299026205023029999991299999999999999999999990299999999999999999999990201
196743唯一合格女             10    06101419125619212200092601226  1 100222010201012                                                                                                                                                                      0102910201020202999999999999990301020103030404030101020303020402010205079908016306023019999990106999999999999999999999999999999999999999999990201
196747唯一合格女             10    06101419131719342000095352034  1 300020010201011                                                                                                                                                                      0102029896020202999999999999990302020203020402020101020404020403030204079908015004023029999991199999999999999999999959999999999999999999999990201
196752唯一合格女             10    06101419135919272600095509205  2 300012010201012                                                                                                                                                                      0102020201020202999999999999990101020104030304010101020203010402020305969908014704021069999991299999999999999999999991899999999999999999999990201
196765最年輕的男             10    06101419154819245300095254020  1 300036010603061                                                                                                                                                                      0102020292999999999999999999990302029804020304010101020402010401020206079904026504026029999990699999999991099999999999999999999999999999999990101
196766最年輕的男             10    06101419155219235800092507014  2 100156010504051                                                                                                                                                                      0102020292999999999999999999990302020202030404010103020204020402030204079908016506023029999996499999999999999999999999999999999999999999999050101
196788最年輕的男             10    06101419193519460900094301028  2 100054010503051                                                                                                                                                                      0101919801010101910102999999990303020102020202030101020202020402020105969911977107027019999996399999999999999999999999999999999999999999910990101
196810唯一合格男             10    06101419223819364000092303068  1 100072010201011                                                                                                                                                                      0102010201020202999999999999990102020202030304010103010202020203020303010199016106022069999990107999999999999999999999999999999999999999999990101
196836唯一合格男             10    06101419252819502400092504044  2 300012010101011                                                                                                                                                                      0102019701020202999999999999990302029896020203019601010403020401010106010299972806031059999990699999999990399999999999999999999999999999999990101
196857唯一合格男             10    06101419274319442900092507014  2 100156010201012                                                                                                                                                                      0102020201020202999999999999990302020103040404020102020303020403020305020299025202024019999990102999999999999999999999999999999999999999999990101
196858唯一合格女             10    061014205915210929000200065    1 200028010402012                                                                                                                                                                      0102010192999999999999999999990302020103020304010202020304020203030306079908026604029059993036399999999999999999999999999999999999999999908990201
196863最年輕的男             10    06101419281119423000095402018  1 300016010503051                                                                                                                                                                      0191020102999999999999029999990102020202040303010403040204040203030304069908016506021059999990799999999999918999999999999999999999999999999990101
196868唯一合格男             10    06101419283519420000087503234  2 100268010201012                                                                                                                                                                      0102019692999999999999999999999602029804969804010298989603020302960306969908023304023029999990399990799999999999999999999999999999999999999990101
196885唯一合格女             10    06101419310519421400095509203  2 300012010201012                                                                                                                                                                      0102010102999999999999029999990302029504040404040101010404010402020204079908014804029013029990999999999999999990299999999999999999999999999990201
196886唯一合格男             10    06101419310719420900095254020  1 300036010301011                                                                                                                                                                      0195010201020202999999999999990302020103030304010101020303020403020304969908015204046029999990399990399999999999999999999999999999999999999990101
196893唯一合格男             10    06101518123618224200095256024  2 300024010201012                                                                                                                                                                      0102020297020202999999999999990302020102040103010404020102040104040304979908026904023019999990299029999999999999999999999999999999999999999990101
196914唯一合格女             10    06101419352019462600095260001  1 200032010302012                                                                                                                                                                      0102010292999999999999999999999696029803020204020101020203020498029805079908025505013029999991599999999999999999999999999990699999999999999990201
196919唯一合格女             10    06101420050420181100091202008  1 300040010201011                                                                                                                                                                      0102010201010102999999999999990303010104040404020101010403010401960203010199025706023029999996399999999999999999999999999999999999999999910990201
196935唯一合格女             10    06101518564619114400091202008  1 300040010503051                                                                                                                                                                      0102910202999999999999029999990102029802040304010202010303019702020206959995026204953029999990102999999999999999999999999999999999999999999990201
196938最年輕的男             10    06101422013022135700094301028  2 100054010201012                                                                                                                                                                      0101010101020202999999999999990303020101040304010101020404010301020305079908026404033019999990103999999999999999999999999999999999999999999990101
196941最年輕的女             10    06101420262920354600095352034  1 300020010401041                                                                                                                                                                      0102020292999999999999999999990302020102030404010101030404020303030206079908017306027019999991099999999999999999913999999999999999999999999990201
196947唯一合格女             10    06101420263920343200093101024  1 300020010201012                                                                                                                                                                      0102020292999999999999999999990302020102030404010101010404010402020105079908015703021069999990799999999999903999999999999999999999999999999990201
196970唯一合格男             10    06101420274920393400094301028  2 100054010101011                                                                                                                                                                      0299010198020202999999999999990303029801020303019603020204020403970205079908019595026029999991899999999999999999999999999999999990399999999990101
196984最年輕的女             10    06101420293020421500095402018  1 300016010502051                                                                                                                                                                      0102020295020202999999999999990201029804010404010203010301010402030204959908017206022059999991299999999999999999999990499999999999999999999990201
196994最年輕的女             10    06101420405520415700095509203  2 300012010503051                                                                                                                                                                      0102010101020202999999999999990102020204960204030202020304020204020305010299026907022069999990399990799999999999999999999999999999999999999990201
206006唯一合格女             11    06101420305420411800087503234  2 100268010100011                                                                                                                                                                      0102989197010202999999999999990303029802030404010101040404010401010106079908024705033029999996399999999999999999999999999999999999999999903990201
206007唯一合格男             11    061014212932213346000200065    1 200028010402012                                                                                                                                                                      0102910292999999999999999999990302029597020397979797020297039703030305079908025104016029999990899999999999999029999999999999999999999999999990101
206019最年輕的女             11    06101420323120394700092601226  1 100222010402041                                                                                                                                                                      0102020201020202999999999999990302020104040404010101040401020401010203079908026206029013019990104999999999999999999999999999999999999999999990201
206023唯一合格男             11    06101420331020490800095509205  2 300012010201011                                                                                                                                                                      0102020192999999999999999999990103020104030404020103010303010302020305079910977106023029999990999999999999999990699999999999999999999999999990101
206036最年輕的女             11    06101420344620440200092504057  2 200024010402041                                                                                                                                                                      0102020292999999999999999999990102020102020304010303010104040402030305079908015304023029999991199999999999999999999089999999999999999999999990201
206046唯一合格男             11    061014203536205531000200065    1 200028010101011                                                                                                                                                                      0102910201020202999999999999990202020104970404010101020104010303020106010199022702021069999991199999999999999999999299999999999999999999999990102
206051最年輕的女             11    06101420355720442900092303068  1 100072010503051                                                                                                                                                                      0102020202999999999999029999990301020204010404010401010101020304040404079908016906022079999992199999999999999999999999999999999999999990699990201
206059唯一合格女             11    06101420395421002800092507014  2 100156010201012                                                                                                                                                                      0102929201020202999999999999990103970104040404040101010402010401010305079908024607022079999992199999999999999999999999999999999999999990299990201
206076唯一合格女             11    06101420384020470600093101024  1 300020010201012                                                                                                                                                                      0102010201020202999999999999990103020103030404030102030303030402020205030299025006029013029996399999999999999999999999999999999999999999901990201
206089唯一合格女             11    06101420402020534400095254001  1 300040010201011                                                                                                                                                                      0102019801010202999999999999999603020104020396040101019603010401020205010199025105022079999991999999999999999999999999999999999999906999999990201
206112最年輕的男             11    06101420424920550500092504044  2 300012010502051                                                                                                                                                                      0102020192999999999999999999990302020203030404010203020202030303030205079904017406027019999990799999999999910999999999999999999999999999999990101
206126唯一合格男             11    06101420442921015400095509203  2 300012010201012                                                                                                                                                                      0102910201020202999999999999990303020103960403030101030203020402029605010199024705021069999990102999999999999999999999999999999999999999999990101
206135唯一合格女             11    06101420450421002200092504057  2 200024010100011                                                                                                                                                                      0102010201010202999999999999990303020104040404010101010301010401020106079906023204029069993020399990899999999999999999999999999999999999999990201
206153最年輕的男             11    06101420464821142900094301028  2 100054010402041                                                                                                                                                                      0102959501020202999999999999990302020103030396020101020204030202029603079904035003021049999990799999999999919999999999999999999999999999999990101
206160唯一合格女             11    06101420465721044100095352034  1 300020010100011                                                                                                                                                                      0102910201020102999999999999990302020196030304020198960403020302020205010299022306039069992066399999999999999999999999999999999999999999901990201
206169唯一合格男             11    06101420472821004200095256024  2 300024010201012                                                                                                                                                                      0114910292999999999999999999990203020103030403960101020202010402020205010299024205031029999996399999999999999999999999999999999999999999901990101
206172唯一合格女             11    06101420474621031000095260001  1 200032010201011                                                                                                                                                                      0101010201020202999999999999990102020104960404040101960497010401010103079903975405021049999990104999999999999999999999999999999999999999999990201
206175最年輕的男             11    06101420480120590100095353053  2 100398010804081                                                                                                                                                                      0102020102999999999999029999990303020203010404010404010104020402010106020199026305026029999990999999999999999990999999999999999999999999999990101
206177唯一合格女             11    06101521004721125500087503234  2 100268010202021                                                                                                                                                                      0102010201020202999999999999990303029502950304010101950403020401010206959908956404017019999990699999999991999999999999999999999999999999999990101
206190唯一合格男             11    06101519100019200900095260001  1 200032010101011                                                                                                                                                                      0299020102999999999999029999990202020101010404010101010101010104010206020199024502026029999996499999999999999999999999999999999999999999999050101
206208唯一合格男             11    06101420511521022900095509205  2 300012010101011                                                                                                                                                                      0102019201020202999999999999990303020104030304010101010404010401010106079908025705031059999990699999999991999999999999999999999999999999999990101
206219最年長的男             11    06101420522321110000091202008  1 300040010503012                                                                                                                                                                      0299989801020202999999999999990303020201019803010201020404030498040106020299014603986029999992199999999999999999999999999999999999999990699990102
206242唯一合格男             11    06101420540221014000095254001  1 300040010101011                                                                                                                                                                      0102989898020202999999999999999703979504040404010101010202020303030303010299029506953029999990399990599999999999999999999999999999999999999990101
206247最年長的女             11    06101420544621053100092601226  1 100222010402012                                                                                                                                                                      0102010101010202999999999999990303020104040404030201020202020402010205079908974704023019999991999999999999999999999999999999999999901999999990201
206266唯一合格男             11    06101420570521093600093101024  1 300020010301012                                                                                                                                                                      0102020102999999999999029999990302020201040303010301010103040104040406020199011803029069993011199999999999999999999129999999999999999999999990102
206269唯一合格男             11    06101420573321084000092303068  1 100072010201011                                                                                                                                                                      0299010201020202999999999999990303020102020401010102010304010401010206040199025404021049999990699999999991999999999999999999999999999999999990101
206272唯一合格男             11    06101421512022064600087503234  2 100268010201011                                                                                                                                                                      0102029897020202999999999999999802989896960303019703020203030496029895959995014506023029999990106999999999999999999999999999999999999999999990101
206299最年輕的男             11    06101421020421114600095252008  2 100048010302031                                                                                                                                                                      0102989898020202999999999999990398989803030304019898030304010402989806079908027504023029999990799999999999902999999999999999999999999999999990101
206322唯一合格女             11    06101421041421174600087503234  2 100268010201012                                                                                                                                                                      0102020201020202999999999999990303029802960304969502020404969602020305969908015704019012119990999999999999999991299999999999999999999999999990201
206329最年長的女             11    06101421045721180600095256024  2 300024010503012                                                                                                                                                                      0102029102999999999999029999990202029502030203019595980202020302960304020299014304029011059996399999999999999999999999999999999999999999903990201
206365最年長的男             11    06101421092221215700092303068  1 100072010202012                                                                                                                                                                      0299010201020102999999999999990302020104040404020202020204020402020103010199024103036029999990399990299999999999999999999999999999999999999990101
206369最年輕的男             11    06101421093421220700095509205  2 300012010302032                                                                                                                                                                      0102019201020101020202999999990302020104040404040103030402020402010203010199036904039059999120104999999999999999999999999999999999999999999990101
206374最年輕的男             11    06101519281419364300092507014  2 100156010502012                                                                                                                                                                      0102020102999999999999029999990103020204030404030101010104040104040402050199016605021069999990399990199999999999999999999999999999999999999990101
206388唯一合格女             11    06101518392318535000095256024  2 300024010201012                                                                                                                                                                      0102019801020202999999999999990302029504960303960103040304019601010105079908034903026029999990699999999991599999999999999999999999999999999990101
206390唯一合格女             11    06101421114521214900093101024  1 300020010100011                                                                                                                                                                      0102010201020202999999999999990101020104040404030102020303020202010305010299024704029959999990123999999999999999999999999999999999999999999990201
206398最年輕的男             11    06101421120721254400095402018  1 300016010402041                                                                                                                                                                      0102979192999999999999999999990302029803040403010201010404010496020403079908024904032069999991299999999999999999999990899999999999999999999990104
206412唯一合格女             11    06101421130821263800092507014  2 100156010201011                                                                                                                                                                      0102910201020202999999999999990302020104960404020101040402020402020105079908025606022079999990699999999990499999999999999999999999999999999990201
206437唯一合格女             11    06101421153521250900095254020  1 300036010403011                                                                                                                                                                      0102910201010202999999999999990303020104020404020101040302010401010203010299026006032149999990102999999999999999999999999999999999999999999990201
206448唯一合格女             11    06101421163521312600094301028  2 100054010201012                                                                                                                                                                      0102010201010102999999999999990396020104040304030103020403029602020305079908013906029069992062099999999999999999999999999999999999999019999990201
206463最年輕的女             11    06101421183621270600095353053  2 100398010200021                                                                                                                                                                      0102020292999999999999999999990302020101030404010102040101010404030303020299016907023019999996399999999999999999999999999999999999999999912990201
206467最年長的女             11    06101518370318505500091202008  1 300040010401012                                                                                                                                                                      0102010198020202999999999999990398989898980398029898020303030402029705079908024902019016019990399990199999999999999999999999999999999999999990201
206470唯一合格男             11    06101421191821491900095252008  2 100048010301011                                                                                                                                                                      0102019501950202999999999999999702959804030303960201020102020303020205079903024006021049999990399990199999999999999999999999999999999999999990101
206479唯一合格女             11    06101421201021321200095254001  1 300040010201011                                                                                                                                                                      0102910201020202999999999999990302020102020303019698020202020302020206010299024603029026029990105999999999999999999999999999999999999999999990201
206495最年輕的男             11    06101421215921382900095352034  1 300020010403041                                                                                                                                                                      0102010101020202999999999999999702020103010403019601010404040401020106079908025604024019999990999999999999999991799999999999999999999999999990104
206500最年輕的女             11    06101421223621313700092601226  1 100222010301032                                                                                                                                                                      0299989892999999999999999999990202989598989898029898020204030398020205079908025303023029999992199999999999999999999999999999999999999990699990204
206502最年長的男             11    06101421224621361000092504057  2 200024010403012                                                                                                                                                                      0102010201020202999999999999990103020195040304020101040404010401010205079908024004021049999991599999999999999999999999999990199999999999999990101
206503最年輕的男             11    06101421230221340100087503234  2 100268010603061                                                                                                                                                                      0102020201020202999999999999990303020101020404010102010404010102020303969908016905021059999990799999999999917999999999999999999999999999999990101
206529最年長的男             11    06101421271021400600095254020  1 300036010402012                                                                                                                                                                      0102920102999999999999029999990102020204020404010404040404010401020104020199014604025019999990699999999991999999999999999999999999999999999990104
206531唯一合格男             11    06101421273021360100092504044  2 300012010201011                                                                                                                                                                      0102020297020202999999999999990302020103030404010202030403030302020305010299017004983029999990799999999999920999999999999999999999999999999990101
206537最年輕的男             11    06101421280321383200095260001  1 200032010302032                                                                                                                                                                      0101010102999999999999029999990202020203030404010202020402020402020105079995026405023029999992199999999999999999999999999999999999999990499990101
206538唯一合格女             11    06101520471121122500095260001  1 200032010201011                                                                                                                                                                      0110020198020202999999999999999898980201969698019696989603039896980498079908014004016029999991399999999999999999999999918999999999999999999990201
206548最年長的女             11    06101421292421461100095256024  2 300024010401012                                                                                                                                                                      0102010201020102999999999999990303020104030303950101010303020302020206109911033506039019959991299999999999999999999999599999999999999999999990201
206559唯一合格男             11    06101421312921443900092507014  2 100156010301012                                                                                                                                                                      0102020201020202999999999999990303020102960203020102020403010401020105079908026404016029999996499999999999999999999999999999999999999999999110101
206569唯一合格女             11    06101421325121411200094301028  2 100054010201011                                                                                                                                                                      0102010101020202999999999999990102020104020304010201010403030402020106989908016105029016029990399991099999999999999999999999999999999999999990201
206580唯一合格女             11    06101421343721445900092601226  1 100222010201011                                                                                                                                                                      0102020201010101910202999999990302020198040204040202030304020402030305079908022901039069993021899999999999999999999999999999999990299999999990201
206606唯一合格男             11    06101421372821463600092504044  2 300012010101011                                                                                                                                                                      0102020102999999999999029999990302020103020404010402020304020402030304020299017205026029999990105999999999999999999999999999999999999999999990101
206624最年輕的女             11    06101421392821484600095260001  1 200032010301032                                                                                                                                                                      0299020202999999999999029999990302020104020204010303020403020401020206079908017206023029999991799999999999999999999999999999999029999999999990201
206633最年輕的男             11    06101518463319044600092507014  2 100156010402012                                                                                                                                                                      0101010102999999999999029999990103020202020303020204020202020203020305020199014704024019999996499999999999999999999999999999999999999999999010104
206647最年輕的女             11    06101519430119522600092507014  2 100156010301032                                                                                                                                                                      0102020201020202999999999999990302020202020304010101010202010402020305010299017406027019999990699999999990699999999999999999999999999999999990201
206649最年輕的女             11    06101421420521525400095509205  2 300012010402041                                                                                                                                                                      0102010201020202999999999999990202020102020303010203030303010401020206079908035206023019999991199999999999999999999199999999999999999999999990201
206666唯一合格女             11    06101421432022031600092504057  2 200024010201012                                                                                                                                                                      0102020292999999999999999999990302020202020404010102030396980302980205979908026305013029999991799999999999999999999999999999999039999999999990201
206683最年輕的男             11    06101421443921531600093101024  1 300020010302032                                                                                                                                                                      0102020101010202999999999999990302020103030404030101030303020402010203010299026706033029999990101999999999999999999999999999999999999999999990101
206701唯一合格男             11    06101421455321574800095352034  1 300020010301011                                                                                                                                                                      0102989102999999999999029999990102020203030403010201010403030402030305079908016205023029999991299999999999999999999990899999999999999999999990101
206716唯一合格男             11    06101421471722003100094301028  2 100054010201012                                                                                                                                                                      0102029192999999999999999999990103029898980303010202020203030396960204079908014903026029999990899999999999999039999999999999999999999999999990104
206718唯一合格女             11    06101521485822012800094261005  1 100061010403011                                                                                                                                                                      0102020201020202999999999999990103029803020304020101020304020403020205979908026004029016029990899999999999999019999999999999999999999999999990201
206720唯一合格女             11    06101520375620463400095260001  1 200032010503051                                                                                                                                                                      0102010201010202999999999999990202020104030404010101010101010101020206010299025504022079999990599999999049999999999999999999999999999999999990201
206740唯一合格女             11    06101421490321571500095254020  1 300036010302012                                                                                                                                                                      0102910201020202999999999999990303020103030404020101020203020403030205010299024804024019999990104999999999999999999999999999999999999999999990201
206759最年輕的女             11    06101421503721584800092601226  1 100222010501052                                                                                                                                                                      0102010292999999999999999999990302020104030303980101010402010402020203079908026805012079999990699999999990299999999999999999999999999999999990201
206763最年輕的女             11    06101421511722021200092504044  2 300012010200021                                                                                                                                                                      0102020201020202999999999999990302020104030404010102020403020402020206079908025404029013029990102999999999999999999999999999999999999999999990201
206766最年輕的男             11    061014215125220146000200065    1 200028010503051                                                                                                                                                                      0102019801020202999999999999990303029803030303030202020303020402020205010299026705023029999991199999999999999999999219999999999999999999999990101
206792最年輕的女             11    06101421535422034000095256024  2 300024010301031                                                                                                                                                                      0106020102999999999999029999990302020201010404010404040401030401010305020199015304013039999990399990199999999999999999999999999999999999999990201
206796唯一合格男             11    06101421541322052200091202008  1 300040010101011                                                                                                                                                                      0102010201010202999999999999990303020103030203010101010401020402010105079908026005021049999991299999999999999999999990199999999999999999999990101
206810唯一合格男             11    06101421554022063600095252008  2 100048010201011                                                                                                                                                                      0102019701020202999999999999990203020104030404030101040402010401010103079908026404026029999990699999999991999999999999999999999999999999999990101
